Sprint,Bug ID,Bug Title,Who found,Platform,Functionality,How many times reproduced,Root Cause,Status,Priorities,Severity,Created Date,Changed Date,Time for solve
236,8753,Filtering for project bug,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Filtering,1,Developers mistake during separation loading of main content and menu,To Do,2 - High,2 - High,13.07.2023,12.08.2023,30
238,8756,Portal and jira comments sync problem,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Factory Requests,1,,Closed,2 - High,3 - Medium,13.07.2023,04.09.2023,53
238,8758,All VMs - default PSADT dot sourcing and related tool,Customer(Internal),"OPS(dev), OPS(prod)",VM,1,,Closed,3 - Medium,3 - Medium,14.07.2023,29.08.2023,46
-,8763,Net drives aren't available in admin mode,Customer(Internal),"OPS(dev), OPS(prod)",VM,1,,Closed,3 - Medium,3 - Medium,14.07.2023,25.07.2023,11
235,8770,OPS: Fix active VM counter while creating new VM,Developer,"OPS(dev), OPS(prod)",VM,1,some records in VirtualizationRemoteInstances table where RemoteInstanceId is NULL,Closed,2 - High,3 - Medium,18.07.2023,09.08.2023,22
237,8774,"Custom fields, Select type, display vs. value - Project Settings",Developer,"AT Portal(prod), AT Portal(dev)",Wording,1,,Closed,2 - High,3 - Medium,19.07.2023,25.08.2023,37
236,8778,Catalogue autopackaging: Fix Intunewin package zip archive structure,Customer(Internal),"OPS(dev), OPS(prod)",Autopackaging Wrapping,1,QA fault.,Closed,1 - Critical,3 - Medium,19.07.2023,09.08.2023,21
-,8781,"AT Portal Discovery. 500 error while saving discovery document with custom field with type ""select""",QA,"AT Portal(prod), AT Portal(dev)",Custom fields,1,,Closed,2 - High,3 - Medium,20.07.2023,27.07.2023,7
237,8782,KNAUF Windows 10 x64 EN (1909) - Copy/Paste from outer sources is not working in SystemCMD,Customer(Internal),"OPS(dev), OPS(prod)",VM,1,,Closed,3 - Medium,3 - Medium,20.07.2023,28.08.2023,39
-,8785,From and Till input date fields are executed the dates from DB using UTC time zone,QA,"OPS(dev), OPS(prod)",Audit,1,,To Do,2 - High,3 - Medium,21.07.2023,21.07.2023,0
-,8788,"""Discovery — Self Service - Screenshots"" is not completed in timeline, but actually is",Managment,"AT Portal(prod), AT Portal(dev)",Timeline,1,,To Do,2 - High,3 - Medium,24.07.2023,24.07.2023,0
236,8792,VPN connection issue,DevOps,VPN,Connection,1,,Closed,3 - Medium,3 - Medium,25.07.2023,31.07.2023,6
236,8793,PWC customer can't copy an application request,Customer,"AT Portal(prod), AT Portal(dev)",Copy Application,1,,Closed,3 - Medium,3 - Medium,26.07.2023,09.08.2023,14
-,8804,Catalogue. Notifications are sent even if disabled,Managment,"AT Portal(prod), AT Portal(dev)",Notifications,1,,To Do,2 - High,3 - Medium,26.07.2023,26.07.2023,0
236,8828,Error while processing Factory request,Developer,"AT Portal(prod), AT Portal(dev)",Factory Requests,1,,Closed,1 - Critical,3 - Medium,31.07.2023,09.08.2023,9
-,8835,AT: Version from tag sorting,Developer,"AT Portal(prod), AT Portal(dev)",Tag,1,,Removed,3 - Medium,3 - Medium,31.07.2023,01.08.2023,1
-,8839,Nuget package is expired,Developer,"AT Portal(prod), AT Portal(dev)",Updates,1,,Closed,1 - Critical,3 - Medium,02.08.2023,12.08.2023,10
238,8840,Rewrite code that uses trial nuget access,Developer,"AT Portal(prod), AT Portal(dev)",Updates,1,,Closed,2 - High,3 - Medium,02.08.2023,01.09.2023,30
238,8843,Ugly Information block for Images with  multy-line comments,DevOps,Virtualization Admin,VM,1,,Closed,2 - High,3 - Medium,02.08.2023,06.09.2023,35
236,8846,The top order changed from Previous -> In Portfolio to In Portfolio -> Previous after selecting Previous version,QA,"AT Portal(prod), AT Portal(dev)",Import,1,,Closed,3 - Medium,3 - Medium,02.08.2023,09.08.2023,7
-,8848,Discovery. Can`t process Factory Service if two project ID is present to previous version,QA,"AT Portal(prod), AT Portal(dev)",Factory Requests,1,,To Do,3 - Medium,3 - Medium,04.08.2023,04.08.2023,0
-,8850,KPI: Fix Feedback categories grouping,Customer(Internal),"OPS(dev), OPS(prod)",KPI,1,,To Do,3 - Medium,3 - Medium,04.08.2023,04.08.2023,0
-,8859,AT Portal. Fix Telerik table time filtering like in the Catalogue page,QA,"AT Portal(prod), AT Portal(dev)",Table,1,,To Do,3 - Medium,3 - Medium,09.08.2023,09.08.2023,0
-,8880,Error while obtaining filter options for Import type column in Import History,Developer,"AT Portal(prod), AT Portal(dev)",Filtering,1,,To Do,3 - Medium,3 - Medium,11.08.2023,11.08.2023,0
-,8888,The uncorrect time is displayed during system notification creation,QA,"AT Portal(prod), AT Portal(dev)",System Notifications,1,,To Do,3 - Medium,3 - Medium,15.08.2023,15.08.2023,0
-,8889,The uncorrect time is displayed during system notification updating,QA,"AT Portal(prod), AT Portal(dev)",System Notifications,1,,To Do,3 - Medium,3 - Medium,15.08.2023,15.08.2023,0
-,8890,The 'Information' status of the System Notification created by default during System Notification creation,QA,"AT Portal(prod), AT Portal(dev)",System Notifications,1,,To Do,3 - Medium,3 - Medium,15.08.2023,15.08.2023,0
-,8896,"Double click on the Finish button during CSV, SCCM, Catalogue, UM import produce 2 imported applications with the same ID",QA,"AT Portal(prod), AT Portal(dev)",Import,1,,To Do,3 - Medium,3 - Medium,16.08.2023,16.08.2023,0
237,8899,500 when trying to create FR with Previous version choosen,Developer,"AT Portal(prod), AT Portal(dev)",Factory Requests,1,QA fault.,Closed,2 - High,2 - High,16.08.2023,17.08.2023,1
237,8902,The Placeholders unavailable for the Document file name pattern Echo Settings,QA,"AT Portal(prod), AT Portal(dev)",Echo,1,,Closed,3 - Medium,3 - Medium,18.08.2023,23.08.2023,5
-,8908,The parameters for Branding are not set after the packaging on the APE,QA,"AT Portal(prod), AT Portal(dev)",Branding,1,,To Do,3 - Medium,3 - Medium,18.08.2023,23.08.2023,5
-,8909,The parameters for Active Setup are not set after the packaging on the APE,QA,"AT Portal(prod), AT Portal(dev)",Active Setup,1,,To Do,3 - Medium,3 - Medium,18.08.2023,23.08.2023,5
-,8938,"The ""URI Too Long"" error occured while tracking all available Care apps on Updates page",QA,"AT Portal(prod), AT Portal(dev)",Updates,1,,To Do,3 - Medium,3 - Medium,25.08.2023,25.08.2023,0
238,8941,AT Portal. 500 Error while making a fast transition between steps,QA,"AT Portal(prod), AT Portal(dev)",Workflow,1,,Closed,2 - High,1 - Critical,28.08.2023,06.09.2023,9
-,8950,The AppID become +1 after Reverting app to Import - Initialize step using Timeline,QA,"AT Portal(prod), AT Portal(dev)",Timeline,1,,To Do,3 - Medium,3 - Medium,28.08.2023,28.08.2023,0
-,8952,Error occured while reverting application to import - Confirm using Timeline page,QA,"AT Portal(prod), AT Portal(dev)",Timeline,1,,To Do,3 - Medium,3 - Medium,29.08.2023,29.08.2023,0
-,8956,AT Portal. Intune button in non-current project is not displayed,QA,"AT Portal(prod), AT Portal(dev)",Menu,1,,To Do,2 - High,3 - Medium,29.08.2023,29.08.2023,0
-,8970,"AT Portal API missing validation to ""Download attachment from request""",QA,"AT Portal(prod), AT Portal(dev)",API,1,,To Do,3 - Medium,3 - Medium,30.08.2023,30.08.2023,0
-,8984,OPS Complexity Matrix. 500 cycle-query error,QA,"OPS(dev), OPS(prod)",Complexity Matrix,1,,To Do,3 - Medium,3 - Medium,04.09.2023,04.09.2023,0
238,8985,AT Portal. 500 error while Care Intune push,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,QA fault.,Closed,3 - Medium,3 - Medium,04.09.2023,06.09.2023,2
239,9012,Assignments does not work,Developer,"AT Portal(prod), AT Portal(dev)",Assign,1,,Waiting for release,2 - High,1 - Critical,07.09.2023,07.09.2023,0
239,9054,Care+. Automatic request feature doesn't work.,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Care+,1,Developer are not mentioned to test the Triggers functionality in the Timeline task. QA are not tested the triggers properly and not provided full regression testing of Care+ functionality during planned regression testing.,Closed,1 - Critical,3 - Medium,13.09.2023,20.09.2023,7
239,9058,Fix safebox,Developer,SafeBox,Safebox,1,The Safebox was unavailable.,Closed,2 - High,1 - Critical,14.09.2023,23.09.2023,9
-,9061,Personal date (and time?) settings not respected by Updates and Timeline,Managment,SSO Passport(prod),Settings,2,,To Do,2 - High,3 - Medium,14.09.2023,14.09.2023,0
239,9063,The Download step isn`t working if the Discovery FS has only .html uploaded file,QA,"AT Portal(prod), AT Portal(dev) ",Download,1,,To Do,3 - Medium,3 - Medium,15.09.2023,15.09.2023,0
-,9071,AT Portal. Null Reference error while creating an empty dashboard,QA,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,To Do,3 - Medium,3 - Medium,18.09.2023,18.09.2023,0
-,9075,Launcher: Infrastructure Script should be launched before other applications,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Launcher,1,,To Do,3 - Medium,3 - Medium,19.09.2023,20.09.2023,1
-,9080,"The ""End by"" calendar field on Time-based trigger doesn`t work properly with some of Date Formats",QA,"AT Portal(prod), AT Portal(dev) ",Care+,1,,To Do,3 - Medium,2 - High,20.09.2023,20.09.2023,0
240,9091,Pending windows updates on PWC Germany image,Customer(Internal),"OPS(dev), OPS(prod)",Virtualization,1,"not updated image, Windows updates weren`t disabled",Closed,1 - Critical,1 - Critical,25.09.2023,25.09.2023,0
240,9093,Security issue - user can download any file from any project storage,Developer,"AT Portal(prod), AT Portal(dev)",Storage,1,,Waiting for release,2 - High,1 - Critical,25.09.2023,25.09.2023,0
240,9094,504 error during removing the file from the Storage,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Storage,1,Caused by code method,Ready for QA,3 - Medium,3 - Medium,26.09.2023,27.09.2023,1
-,9095,The Active Setup Component Raw is not deleted from the Per User Data settings,QA,"AT Portal(prod), AT Portal(dev)",Project Settings,1,,To Do,3 - Medium,3 - Medium,26.09.2023,26.09.2023,0
-,9101,AT Portal. 500 while reverting same application on several pages,QA,"AT Portal(prod), AT Portal(dev)",Workflow,1,,To Do,3 - Medium,3 - Medium,28.09.2023,28.09.2023,0
242,9109,"APE stops working when creating an Intunewin file directly through the ""Wrap installer"" button (image Windows 10 x64 EN (21H1) Office PWC)",Customer(Internal),Virtualization,APE,1,,Closed,1 - Critical,3 - Medium,29.09.2023,27.10.2023,28
241,9110,"QC is sensitive to ""\"" in PackageRootPath parameter",Developer,"OPS(dev), OPS(prod)",QC,1,,Closed,2 - High,3 - Medium,02.10.2023,18.10.2023,16
242,9130,Sorting on the Package Audit page isn`t working,QA,"OPS(dev), OPS(prod)",Audit,1,,Closed,2 - High,2 - High,06.10.2023,13.11.2023,38
241,9131,The error occured while SCCM collection creation,QA,"AT Portal(prod), AT Portal(dev)",SCCM,1,,Closed,2 - High,3 - Medium,06.10.2023,20.10.2023,14
-,9133,Tableau QC validation leads to QC reboot,Developer,"OPS(dev), OPS(prod)",QC,1,,To Do,2 - High,3 - Medium,09.10.2023,09.10.2023,0
-,9135,OPS TT. 500 while tracking the Azure DevOps with more than 200 tasks available to track,QA,"OPS(dev), OPS(prod)",TimeTracking,1,,To Do,3 - Medium,3 - Medium,10.10.2023,10.10.2023,0
-,9137,SSO: Workspace SKU is shown for users without assigned SKU ID 19,Customer(Internal),SSO Passport(prod),SKU,1,,To Do,3 - Medium,3 - Medium,11.10.2023,11.10.2023,0
-,9143,Make sure that decompressing this archive file is safe,Developer,"AT Portal(prod), AT Portal(dev)",Storage,1,,To Do,3 - Medium,3 - Medium,13.10.2023,13.10.2023,0
241,9147,Self-service last screenshot isn't being made and slow performance,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Screenshoter,1,,Closed,2 - High,3 - Medium,13.10.2023,17.11.2023,35
242,9157,The 500 error occured after creation of collection and pushing the application using SCCM connector,QA,"AT Portal(prod), AT Portal(dev)",SCCM,1,NFT,Closed,2 - High,3 - Medium,19.10.2023,16.12.2023,58
242,9168,The second screenshot isn`t deleted from the Discovery SS,QA,"AT Portal(prod), AT Portal(dev)",Screenshoter,1,,Closed,3 - Medium,3 - Medium,20.10.2023,16.12.2023,57
-,9171,SCCM Connector: Application display name can't be changed,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,23.10.2023,23.10.2023,0
-,9172,SCCM Connector: Save button and push is available even if connector is crashed ,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,23.10.2023,23.10.2023,0
242,9180,The 500 error while setting Remote Project Identifier for Packaging FS,QA,"AT Portal(prod), AT Portal(dev)",Settings,1,,Closed,3 - Medium,3 - Medium,24.10.2023,02.11.2023,9
246,9183,PWCGCI - auto-downloading for source files doesn't work,Customer(Internal),Virtualization,VM,1,,To Do,3 - Medium,3 - Medium,24.10.2023,24.10.2023,0
244,9197,Schpelling: Edit software in Updates,Managment,"AT Portal(prod), AT Portal(dev)",Wording,1,,Closed,2 - High,3 - Medium,27.10.2023,29.11.2023,33
-,9216,"AME is crushed after ""edit row"" for files",Developer,"AT Portal(prod), AT Portal(dev)",AME,1,,To Do,3 - Medium,3 - Medium,03.11.2023,03.11.2023,0
244,9218,The 500 error during Push to Intune with Assignments with Group inсluded in several different assignments types,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,3 - Medium,03.11.2023,29.11.2023,26
-,9233,AT Portal. Intune Templates is not deleted,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,NFT,To Do,3 - Medium,3 - Medium,07.11.2023,07.11.2023,0
-,9234,AT Portal Intune. Hint for publisher field isn`t displayed,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,To Do,3 - Medium,3 - Medium,07.11.2023,07.11.2023,0
246,9246,Copy-paste functionality from the host not working,Customer(Internal),Virtualization,VM,1,,Closed,3 - Medium,3 - Medium,09.11.2023,20.12.2023,41
-,9252,Endlessly loading Updates page if filter more than one column,Managment,"AT Portal(prod), AT Portal(dev)",Updates,1,,To Do,3 - Medium,3 - Medium,10.11.2023,10.11.2023,0
244,9253,AT Portal. Export to Excel removing last several columns,QA,"AT Portal(prod), AT Portal(dev)",Updates,1,,Closed,3 - Medium,3 - Medium,10.11.2023,29.11.2023,19
246,9283,AT Portal UM. Care+ requests is creating without discovery document,QA,"AT Portal(prod), AT Portal(dev)",Care+,1,,Closed,3 - Medium,3 - Medium,16.11.2023,03.01.2024,48
246,9284,The permissions issues with the SKU/Roles permissions ,QA,"AT Portal(prod), AT Portal(dev)",SKU,1,,Closed,2 - High,2 - High,16.11.2023,03.01.2024,48
244,9289,AXA VDaaS VMs doesn't start,DevOps,AXA vDaaS(prod),VM,1,,Closed,1 - Critical,1 - Critical,17.11.2023,29.11.2023,12
-,9297,SCCM Connector: Localized application name can't be predefined properly,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,21.11.2023,21.11.2023,0
244,9304,AT Portal. CSV Import with more than 50 apps is not working,QA,"AT Portal(prod), AT Portal(dev)",CSV import,1,,Closed,3 - Medium,3 - Medium,22.11.2023,29.11.2023,7
-,9315,AT Portal. Export to excel action will show Actions button if it`s shown,QA,"AT Portal(prod), AT Portal(dev)",Export to Excel,1,,To Do,3 - Medium,3 - Medium,27.11.2023,27.11.2023,0
245,9327,OPS: Notifications are broken,Developer,"OPS(dev), OPS(prod)",Notifications,1,,Closed,3 - Medium,3 - Medium,30.11.2023,1.12.2023,1
-,9328,Launcher. Application deletion error,QA,"AT Portal(prod), AT Portal(dev)",Launcher,1,,To Do,3 - Medium,3 - Medium,30.11.2023,30.11.2023,0
-,9334,Dashboards. Grouping selection does not work,QA,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,To Do,3 - Medium,3 - Medium,01.12.2023,01.12.2023,0
-,9341,Bundles are deleted if the action is not confirmed,QA,"AT Portal(prod), AT Portal(dev)",Settings,1,,To Do,3 - Medium,3 - Medium,04.12.2023,04.12.2023,0
-,9350,APE not capturing included files,QA,"AT Portal(prod), AT Portal(dev)",APE,1,,To Do,3 - Medium,3 - Medium,05.12.2023,05.12.2023,0
245,9355,The new empty fields are added after the Detection rules creation during Intune Push,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,2 - High,06.12.2023,16.12.2023,10
-,9360,QC validation crashes OPS functionality,Customer(Internal),"OPS(dev), OPS(prod)",QC,1,,To Do,3 - Medium,2 - High,07.12.2023,07.12.2023,0
246,9367,Apps aren't installed during the first start the Launcher,Customer(Internal),"OPS(dev), OPS(prod)",Launcher,1,,To Do,3 - Medium,3 - Medium,08.12.2023,08.12.2023,0
246,9368,The wrong Assignment displaying after creation Detection type with File option on the Push to Intune page,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,3 - Medium,08.12.2023,03.01.2024,26
-,9369,VM is downloading in recovery mode,Customer(Internal),Virtualization,VM,1,,Removed,3 - Medium,3 - Medium,08.12.2023,08.12.2023,0
246,9376,Intune environment is available during push when it is turned off in settings,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,11.12.2023,03.01.2024,23
246,9383,OPS: Fix signature plugin,Developer,"OPS(dev), OPS(prod)",Signature,1,,Closed,3 - Medium,3 - Medium,13.12.2023,28.12.2023,15
246,9395,App setting isn't available in big portfolio,Developer,"AT Portal(prod), AT Portal(dev)",Settings,1,,Closed,3 - Medium,3 - Medium,18.12.2023,23.12.2023,5
246,9400,The Custom dashboards on the KNAUF project is not editable - the 404 error occured.,QA,"AT Portal(prod), AT Portal(dev)",Custom dashboards,1,,To Do,2 - High,2 - High,19.12.2023,19.12.2023,0
-,9414,AT Portal. SCCM doesn`t see sources if there are several Packaging modules,QA,"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,22.12.2023,22.12.2023,0
-,9420,AT Portal Intune. Push without application permissions isn`t working,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,To Do,3 - Medium,3 - Medium,26.12.2023,26.12.2023,0
246,9423,AT Portal UM. Care+ discovery document configuration removal is not working,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,27.12.2023,03.01.2024,7
246,9424,500 In Sidebar - Detectify,Developer,"AT Portal(prod), AT Portal(dev)",Sidebar,1,,Closed,3 - Medium,3 - Medium,27.12.2023,03.01.2024,7
-,9426,AT Portal ToGo. Failed frontend validation,QA,"AT Portal(prod), AT Portal(dev)",To Go Agent,1,,To Do,4 - Low,3 - Medium,27.12.2023,27.12.2023,0
-,9429,AT Portal. Backend upload is stopped in random moments,QA,"AT Portal(prod), AT Portal(dev)",Factory Requests,1,,To Do,3 - Medium,3 - Medium,27.12.2023,27.12.2023,0
247,9436,Care+ request not created,Developer,"AT Portal(prod), AT Portal(dev)",Care+,1,,Closed,2 - High,3 - Medium,02.01.2024,17.01.2024,15
247,9440,Care+. The FS ticket created only for one bitness with Time based trigger,QA,"AT Portal(prod), AT Portal(dev)",Care+,1,,Closed,2 - High,3 - Medium,02.01.2024,17.01.2024,15
247,9455,Launcher - A part of applications can't be launched with shortcuts,Customer(Internal),"OPS(dev), OPS(prod)",Launcher,1,,Closed,3 - Medium,3 - Medium,04.01.2024,17.01.2024,13
248,9463,TimeZone on the Custom Dashboards of the KNAUF project is displayed not correctly,Customer,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,Closed,3 - Medium,3 - Medium,08.01.2024,23.01.2024,15
247,9471,OPS APE. Repackaging is not working,QA,"OPS(dev), OPS(prod)",APE,1,,Closed,2 - High,2 - High,08.01.2024,17.01.2024,9
247,9475,tt.apptimized.com - Correction of the amount of vacation days,Customer(Internal),"OPS(dev), OPS(prod)",TimeTracking,1,,Closed,3 - Medium,3 - Medium,09.01.2024,09.01.2024,0
-,9476,APE. MSI Repackage with big amount of files is not working,QA,"OPS(dev), OPS(prod)",APE,1,,To Do,3 - Medium,3 - Medium,09.01.2024,15.02.2024,37
-,9478,AT Portal Azure VDI. Fix Azure VM configuration,QA,"AT Portal(prod), AT Portal(dev)",AzureVM,1,,To Do,3 - Medium,3 - Medium,09.01.2024,09.01.2024,0
259,9480,The Roles items(Updates and Download sections) are aligned not properly,QA,"AT Portal(prod), AT Portal(dev)",Roles,1,NFT,Closed,2 - High,3 - Medium,09.01.2024,14.02.2024,36
-,9481,The wrong alignment of File Storage options after enabling Storage on the Project Settings,QA,"AT Portal(prod), AT Portal(dev)",Roles,1,NFT,Not reproduced,2 - High,3 - Medium,09.01.2024,22.02.2024,44
250,9482,The email letter has the wrong screenshot of the Trial days and wrong Welcome e-mail title,QA,"AT Portal(prod), AT Portal(dev)",Email,1,,Closed,1 - Critical,3 - Medium,09.01.2024,19.02.2024,41
250,9483,The Intune template dropdown list has the wrong items displaying during Auto-push settings,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,NFT,Closed,2 - High,3 - Medium,10.01.2024,20.02.2024,41
249,9496,SafeBox. Tenant/User is shown only after first authorization ,QA,SafeBox,Create new user,1,,Closed,3 - Medium,3 - Medium,12.01.2024,14.02.2024,33
-,9498,SSO. The Delete button on the Roles page is not displayed ,QA,"SSO(dev), SSO(prod)",Roles,1,,To Do,3 - Medium,3 - Medium,12.01.2024,12.01.2024,0
247,9511,Can't upload images to the docs portal,DevOps,DocsPortal,Upload,1,,Closed,3 - Medium,3 - Medium,15.01.2024,16.01.2024,1
247,9512,Fix Win Server 2019 OPS image,DevOps,"OPS(dev), OPS(prod)",VDI image,1,,Closed,3 - Medium,3 - Medium,15.01.2024,16.01.2024,1
249,9513,Search for custom fields,Customer,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,Closed,3 - Medium,3 - Medium,16.01.2024,14.02.2024,29
-,9518,The Intune Environment is not deleted from the Intune Settings if this environment was recently set as Auto-push environment.,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,NFT,Not reproduced,3 - Medium,3 - Medium,16.01.2024,16.01.2024,0
248,9525,Launcher - please remove test apps and bundles from the prod,Customer(Internal),"OPS(dev), OPS(prod)",VDI image,1,,Closed,3 - Medium,3 - Medium,18.01.2024,24.01.2024,6
249,9543,file transfer from host to VM feature broken,Customer(Internal),SafeBox,VM,1,expired SSH cert for sftp,Closed,2 - High,2 - High,18.01.2024,12.02.2024,25
250,9544,DBFZ custom Win images seem outdated,Customer(Internal),SafeBox,VM,1,,Closed,1 - Critical,1 - Critical,18.01.2024,15.02.2024,28
-,9575,AT Portal Dashboards. Selecting all items to show will incorrectly evaluate all available items in the table,QA,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,To Do,3 - Medium,3 - Medium,31.01.2024,31.01.2024,0
251,9576,The Search on the Updates backend page works incorrectly ,QA,"AT Portal(prod), AT Portal(dev)",Search,1,,Closed,2 - High,3 - Medium,31.01.2024,13.03.2024,42
252,9585,The Autopush and Supersedence works unstable on the AT Portal,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,2 - High,02.02.2024,02.04.2024,60
250,9589,AT Portal SKU. The Storage permissions checkbox is missing,QA,"AT Portal(prod), AT Portal(dev)",SKU,1,,Closed,2 - High,3 - Medium,06.02.2024,20.02.2024,14
250,9591,AT Portal. Deliverable upload rollbacks,QA,"OPS(dev), OPS(prod)",Upload,1,,Closed,2 - High,2 - High,06.02.2024,20.02.2024,14
-,9593,Import-Certificate to TrustedPublisher via Intune,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,To Do,3 - Medium,3 - Medium,06.02.2024,06.02.2024,0
251,9594,IntuneWrapping: Can't process long path,Developer,"OPS(dev), OPS(prod)",Wrapper Generator,1,,Closed,2 - High,3 - Medium,06.02.2024,13.03.2024,36
-,9597,The modified date is different ,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,07.02.2024,07.02.2024,0
250,9610,AT Portal Care projects. Auto-Push Intune feature isn`t available for users,Customer,"AT Portal(prod), AT Portal(dev)",Intune,1,NFT,Closed,3 - Medium,3 - Medium,12.02.2024,20.02.2024,8
250,9611,AT Intune Push. 404 error appears if there too many groups available to choose,Customer,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,3 - Medium,12.02.2024,20.02.2024,8
-,9617,AT Portal Dashboards query failing with huge amount of data,QA,"AT Portal(prod), AT Portal(dev)",Dashboards,1,,To Do,3 - Medium,3 - Medium,13.02.2024,13.02.2024,0
250,9645,UserAssigned email notification - error,Customer,"AT Portal(prod), AT Portal(dev)",Email,1,NFT,Closed,3 - Medium,3 - Medium,16.02.2024,22.02.2024,6
250,9659,Timeline - Revert doesn`t work correctly,Customer,"AT Portal(prod), AT Portal(dev)",Timeline,1,,Closed,2 - High,3 - Medium,19.02.2024,21.02.2024,2
251,9680,AT Portal. Copy project deletes upload module,Developer,"AT Portal(prod), AT Portal(dev)",Copy project,1,,Closed,2 - High,3 - Medium,23.02.2024,13.03.2024,19
253,9685,SafeBox trial subscription fix,DevOps,SafeBox,Subscription,1,,Closed,3 - Medium,3 - Medium,26.02.2024,24.04.2024,58
257,9690,Intune file upload: Authorization Failed,Developer,"AT Portal(prod), AT Portal(dev)",Intune,1,,In development,2 - High,3 - Medium,27.02.2024,01.06.2024,95
-,9691,The TimePicker display seconds selector incorrectly,QA,"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,27.02.2024,27.02.2024,0
254,9709,UM. Puppeteer browser not launching during crawl,QA,"OPS(dev), OPS(prod)",Crawler,1,,Closed,2 - High,3 - Medium,01.03.2024,24.04.2024,54
251,9714,SCCM connector: SCCM API key is not applied during the installation,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,Closed,3 - Medium,2 - High,06.03.2024,13.03.2024,7
-,9717,SCCM: Queue items with expired RemoteId after API key regeneration,Developer,"AT Portal(prod), AT Portal(dev)",SCCM,1,,To Do,3 - Medium,3 - Medium,07.03.2024,07.03.2024,0
257,9726,bug in the timestamp,Customer,"AT Portal(prod), AT Portal(dev)",Email,1,,Closed,2 - High,3 - Medium,12.03.2024,27.05.2024,76
251,9727,"The ""Install current version"" checkbox is not displayed from Care user",QA,AT Portal(dev),Intune,1,,Closed,3 - Medium,3 - Medium,12.03.2024,13.03.2024,1
251,9734,The TimeZone on the Audit page is not properly displayed,QA,"OPS(dev), OPS(prod)",Audit,1,,Closed,3 - Medium,3 - Medium,13.03.2024,14.03.2024,1
252,9736,Icon is not consumed by Inune connector,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,13.03.2024,02.04.2024,20
252,9740,tt.apptimized.com - Correction of the amount of overtime,Customer(Internal),TimeTracker,Overtime,1,,Closed,3 - Medium,3 - Medium,14.03.2024,15.03.2024,1
-,9741,KNAUF: 502 on app.apptimized,Customer(Internal),"AT Portal(prod), AT Portal(dev)",Dashboards,1,,Not reproduced,3 - Medium,3 - Medium,14.03.2024,15.03.2024,1
257,9751,SCCM Connector: empty or single item in assigned security scope leads to connector failure,Customer(Internal),"AT Portal(prod), AT Portal(dev)",SCCM,1,,Ready for QA,3 - Medium,3 - Medium,15.03.2024,01.06.2024,78
252,9752,The script detection method is not selected by default during push to Intune package that contain NON-MSI setup file for Intunewin,QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,3 - Medium,3 - Medium,15.03.2024,16.03.2024,1
-,9766,OPS Mailer. Dropdown option doesn`t open,QA,"OPS(dev), OPS(prod)",Mailer,1,,To Do,3 - Medium,3 - Medium,20.03.2024,20.03.2024,0
252,9770,"Add possibility to update ""Your version"" value field during Auto-push",QA,"AT Portal(prod), AT Portal(dev)",Intune,1,,Closed,2 - High,3 - Medium,22.03.2024,02.04.2024,11
